vendor_a,item_number_a,description_a,price_a_usd,vendor_b,item_number_b,description_b,price_b_usd,item_match_score,match_method
Workpro,W1121PC,"8"" Slip Joint Pliers",3.98,Metabo,339145940,slip case                               ,0.44,61.5,description
Workpro,W1122C,"6"" Diagonal Pliers",3.23,Metabo,1382641058,"DIAGONAL STRUT BL 2,5X30X830            ",6.93,61.5,description
Workpro,W1125C,"13/16"" Universal Spark Plug Tool",3.24,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,W1126C,"3/8"" Dr. 13/16"" Spark Plug Socket",2.68,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,W1128C,"3/8"" Dr. 5/8"" Spark Plug Socket",1.91,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,W1129C,"5/8"" Universal Spark Plug Tool",3.3,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,W1130,Oil Sender Unit Socket,3.77,Metabo,344131190,Oil                                     ,37.62,100.0,description
Workpro,W1133-10B,"10"" Pipe Wrench",5.58,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-12B,"12"" Pipe Wrench",6.97,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-14B,"14"" Pipe Wrench",8.35,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-18B,"18"" Pipe Wrench",11.23,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-24B,"24"" Pipe Wrench",16.98,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-36B,"36"" Pipe Wrench",31.93,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1133-8B,"8"" Pipe Wrench",4.46,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1134-16,16 oz. Ball Pein Hammer w/Wood Handle,4.99,Metabo,143115330,Ball                                    ,0.44,100.0,description
Workpro,W1136,4 pc. Pipe Wrench Set,35.74,Metabo,1381707489,PIPE                                    ,3.47,100.0,description
Workpro,W1136C,"1/2"" to 3/8"" Reducer Adapter",1.55,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,W1137,16 oz. Solid Brass Hammer,18.9,Metabo,341164490,Hammer                                  ,11.98,100.0,description
Workpro,W1138,24 oz. Rubber Mallet Wood Handle,3.82,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1139,Quart/Gallon Fluid Pump,4.73,Metabo,341165290,PUMP HEAD                               ,6.93,61.5,description
Workpro,W1140,Standard & Wide Mouth Gallon Fluid Pump,4.69,Metabo,341165290,PUMP HEAD                               ,6.93,61.5,description
Workpro,W1141,Fluid Transfer Pump,4.54,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,68.4,description
Workpro,W1142,Siphon Pump,1.72,Metabo,315419580,Pump housing                            ,94.78,69.6,description
Workpro,W1143,Drill Pump,4.93,Metabo,316076170,Oil pump vpl.                           ,4.0,69.6,description
Workpro,W1144,Deluxe Rubber Siphon Hose,3.15,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,W1145,Multi-Use Transfer Pump,7.04,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,61.9,description
Workpro,W1146,32 oz. Rubber Mallet Wood Handle,4.47,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1147,"2 pc. 6"" Acid Brush Set",1.24,Metabo,316035030,Brush set                               ,3.47,100.0,description
Workpro,W1147C,Car Door Lockout Tool,4.34,Metabo,316059760,Tool set                                ,3.47,66.7,description
Workpro,W1148,3 pc. Miniature Brush Set,2.08,Metabo,316035030,Brush set                               ,3.47,100.0,description
Workpro,W1149,3 pc. Wire Brush Set,4.89,Metabo,316035030,Brush set                               ,3.47,100.0,description
Workpro,W1150,Plastic Handle Wire Brush,1.7,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1150S,Snap Ring Plier Set,7.33,Metabo,141155810,Ring                                    ,0.44,100.0,description
Workpro,W1151,Internal/External Snap Ring Pliers,7.91,Metabo,141155810,Ring                                    ,0.44,100.0,description
Workpro,W1152,Utility Wire Brush,1.79,Metabo,343001270,Brush                                   ,1.75,100.0,description
Workpro,W1153,16 oz. Rubber Mallet Steel Handle,3.1,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1156,Grip Clip Transfer Pump,8.04,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,61.9,description
Workpro,W1157,12 pc. Stubby SAE and Metric Wrench Set,14.37,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,W1157P,"Clutch Alignment Tool, SAE",20.03,Metabo,341161770,Clutch                                  ,1.01,100.0,description
Workpro,W1158P,"Clutch Alignment Tool, Metric",19.79,Metabo,341161770,Clutch                                  ,1.01,100.0,description
Workpro,W1159,5 pc. Combo Snap Ring Plier Set,4.65,Metabo,141155810,Ring                                    ,0.44,100.0,description
Workpro,W116,2 lb. Spool Mechanics Wire,5.06,Metabo,1395203130,WIRE PIN                                ,1.26,66.7,description
Workpro,W1166,6 pc. SAE Black Ratcheting Wrench Set,25.36,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,W1168,"60 pc. 1/4"" & 3/8"" Dr. Socket Set",11.39,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1170,7 pc. Metric Ratcheting Wrench Set,22.93,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,W1171,7 pc. SAE Ratcheting Wrench Set,22.93,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,W1172,"52 pc. 1/4"" 3/8"" 1/2"" Socket Set",16.58,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1173,"40 pc. 1/4"" & 3/8"" Dr. Socket Set",9.28,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1177,"47 pc. 1/4"" Drive Socket Set",10.74,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1178,9 pc. Star Bit Socket Set,9.58,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1179,"9 pc. 3/4"" Dr. Jumbo Socket Set",106.22,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1180,"21 pc. SAE 3/4"" Dr. Socket Set",114.91,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1182C,"24"" Flexible Magnetic Retriever",1.72,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1183,85 pc. Socket Set,20.8,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1184C,"24"" Retriever Claw",1.9,Metabo,315414980,Claw                                    ,1.01,100.0,description
Workpro,W1185,6 pc. Small Engine Carburetor Adjuster,8.33,Metabo,340033560,small gear                              ,2.99,66.7,description
Workpro,W1187,Flex Shaft Carburetor Adjuster,6.32,Metabo,340009930,Shaft                                   ,8.01,100.0,description
Workpro,W1189C,SAE Offset Distributor Clamp Wrench,5.54,Metabo,627107000,Clamp                                   ,19.33,100.0,description
Workpro,W1193,119 pc. Tool Set,56.04,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W1197,38 pc. Compact Auto Tool Kit,18.18,Metabo,316059760,Tool set                                ,3.47,66.7,description
Workpro,W1198,100 pc. Socket & Bit Set,41.02,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W12,"22"" 4-Way Lug Wrench",18.95,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,W1200C,"24"" Telescoping Magnetic Pickup Tool",2.99,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1204P,Tie Rod Tool,7.09,Metabo,341514760,Rod                                     ,0.44,100.0,description
Workpro,W1205,Tie Rod Pittman Arm Tool,10.99,Metabo,341514760,Rod                                     ,0.44,100.0,description
Workpro,W1206P,Ball Joint Tool,7.07,Metabo,143115330,Ball                                    ,0.44,100.0,description
Workpro,W1208C,"2"" Cup Wire Brush - Coarse",2.88,Metabo,623796700,Wire cup brush                          ,3.89,100.0,description
Workpro,W1209,"3"" Wire Wheel - Coarse",2.91,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1211,"1-1/2"" Cup Wire Brush - Fine",2.88,Metabo,623796700,Wire cup brush                          ,3.89,100.0,description
Workpro,W12113,Folding Utility Knife,5.28,Metabo,2010201007,FOLDING LEG                             ,32.33,77.8,description
Workpro,W1212,"2"" Cup Wire Brush - Fine",2.88,Metabo,623796700,Wire cup brush                          ,3.89,100.0,description
Workpro,W1213,"3"" Cup Wire Brush - Fine",3.22,Metabo,623796700,Wire cup brush                          ,3.89,100.0,description
Workpro,W1214C,"3"" Cup Wire Brush - Coarse",3.22,Metabo,623796700,Wire cup brush                          ,3.89,100.0,description
Workpro,W1215,"4"" Wire Wheel - Coarse",3.3,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1216,Ford Ignition Module Tool w/T20,3.5,Metabo,316059760,Tool set                                ,3.47,66.7,description
Workpro,W1218,Bearing Packer,4.3,Metabo,320050630,Bearing                                 ,4.0,100.0,description
Workpro,W1219,Seal Puller,4.86,Metabo,143194060,Seal                                    ,0.77,100.0,description
Workpro,W1221,"6"" Wire Wheel for Bench Grinder",5.73,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1222,"2"" Wire Wheel - Fine",2.88,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1223,"3"" Wire Wheel - Fine",2.88,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1224,"4"" Wire Wheel - Fine",3.3,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1226,3 pc. Rotary Wire Brush Set,3.46,Metabo,316035030,Brush set                               ,3.47,100.0,description
Workpro,W1231,20 pc. Engine Brush Kit,13.94,Metabo,343001270,Brush                                   ,1.75,100.0,description
Workpro,W1232,"14"" Wood Handle Bench Brush",3.69,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W123C,Ignition Point File,1.18,Metabo,344147650,Point                                   ,17.99,100.0,description
Workpro,W12500,8 pc. Ceramic Block Magnets,1.18,Metabo,341071850,Guide block                             ,0.44,62.5,description
Workpro,W12501,8 pc. Ceramic Disc Magnets,1.25,Metabo,315410310,Cam disc                                ,0.77,66.7,description
Workpro,W12502,6 pc. Ceramic Ring Magnets,1.25,Metabo,141155810,Ring                                    ,0.44,100.0,description
Workpro,W12503,10 pc. Ceramic Disc Magnets,1.4,Metabo,315410310,Cam disc                                ,0.77,66.7,description
Workpro,W12504,6 pc. Ceramic Disc Magnets,1.4,Metabo,315410310,Cam disc                                ,0.77,66.7,description
Workpro,W12505,2 pc. Ceramic Block Magnets,1.48,Metabo,341071850,Guide block                             ,0.44,62.5,description
Workpro,W12506,2 pc. Magnetic Clips,1.77,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W12507,"2"" Magnetic Hook",2.19,Metabo,316052120,Hook                                    ,1.26,100.0,description
Workpro,W12509,"2-1/2"" Magnetic Base",3.12,Metabo,315419350,Base                                    ,44.7,100.0,description
Workpro,W12511,2 pc. White Enamel Magnetic Hook,3.2,Metabo,316052120,Hook                                    ,1.26,100.0,description
Workpro,W12514,2 pc. Magnetic Hook Set,1.94,Metabo,316052120,Hook                                    ,1.26,100.0,description
Workpro,W12520,Magnetic Tape w/Adhesive Back,1.69,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W12521,"1/2"" x 10' Magnetic Tape w/Adhesive Back",3.46,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W12522,"1"" x 10' Magnetic Tape w/Adhesive Back",5.87,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W12525,Magnetic Cup Holder,3.25,Metabo,315413870,Holder                                  ,139.46,100.0,description
Workpro,W12526,2 pc. Magnetic Tool Holder Bar,6.24,Metabo,315413870,Holder                                  ,139.46,100.0,description
Workpro,W12527,"1-1/2"" Magnetic Base w/Hook",2.94,Metabo,315419350,Base                                    ,44.7,100.0,description
Workpro,W12528,4 pc. Magnetic Clips,3.12,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1253,Multi Grade Steel Wool,1.54,Metabo,341163090,STEEL BALL                              ,0.77,66.7,description
Workpro,W1254,Telescoping Magnetic Pickup Tool,2.37,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1258,Telescoping inspection Mirror,3.84,Metabo,628790000,Telescopic support                      ,81.72,59.6,description
Workpro,W1259,Telescoping inspection Mirror,3.82,Metabo,628790000,Telescopic support                      ,81.72,59.6,description
Workpro,W125C,Thickness Gauge 32 Blades,4.39,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,W1261,Pocket Magnetic Pickup Tool,1.41,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1262C,Telescoping Swivel inspection Mirror,3.01,Metabo,315414960,Swivel arm                              ,80.14,75.0,description
Workpro,W1263,LED inspection Mirror/Pickup Tool,7.16,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,W1264,Magnetic Parts Tray,2.99,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1265,Rectangle Magnetic Parts Tray,5.85,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1266,Vacuum Switch Socket,3.4,Metabo,343391620,switch                                  ,0.44,100.0,description
Workpro,W1267,Oxygen Sensor Socket,5.36,Metabo,343084630,sensor                                  ,2.51,100.0,description
Workpro,W1269,"4 Slot 4WD Lock Nut Skt 2-1/4""",10.6,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,W1270,Ford/GM 4WD Lock Nut Skt CrV,9.56,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,W1271,4 Lug 1/2 Ton 4WD Lock Nut Skt,9.05,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,W1272,Toyota Lock Nut Socket,9.37,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,W1273,"1/2"" Dr. 4WD Lock Nut Socket 2-1/2""",12.07,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,W1275,Magnetic Wrist Band,2.22,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1276,LED Trailer Alignment Kit,9.57,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,W1280,2 pc. Magnetic Parts Tray Set,7.56,Metabo,316051890,Smal parts set                          ,1.26,78.3,description
Workpro,W1281,5 pc. Magnetic Tool Set,17.68,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W1283,Steering Wheel Caddy Desk Top,8.71,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1285,"6"" x 10"" Magnetic Parts Tray",5.54,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1286,3 pc. Magnetic Tool Organizer,12.27,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1287,"12"" Magnetic Tool Organizer",3.92,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1288,"18"" Magnetic Tool Organizer",5.38,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1289,"24"" Magnetic Tool Organizer",6.49,Metabo,316073530,magnetic rail                           ,349.05,76.2,description
Workpro,W1294,Fender Buddy Flexible Tray,20.23,Metabo,626664000,Flexible shaft                          ,66.79,72.7,description
Workpro,W1295,Silicone License Plate Frame,9.7,Metabo,339004950,Plate                                   ,0.48,100.0,description
Workpro,W1296,30mm FWD Axle Nut Socket CrV,6.98,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1297,32mm FWD Axle Nut Socket CrV,7.88,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1298,34mm FWD Axle Nut Socket CrV,8.08,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1299,36mm FWD Axle Nut Socket CrV,8.17,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W129C,Thickness Gauge 15 Blades,2.75,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,W12C,"12"" Adjustable Wrench",8.13,Metabo,344099460,leg adjustable                          ,8.01,83.3,description
Workpro,W1309,17 pc. Bit Set with Case,3.82,Metabo,344453920,Case                                    ,19.96,100.0,description
Workpro,W130C,Tappet Gauge 12 Blades,2.48,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,W1313,15 pc. Star Bit Socket Set,11.66,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1315,8 pc. Star Key Wrench Set,4.41,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1317,8 pc. Folding Star Key Set,4.84,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1319,6 pc. Star Key Wrench Set,6.29,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W131C,Thickness Gauge 15 Blades,2.81,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,W1335,12 pc. Star Bit Socket Set,11.29,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1336,3 pc. Brake Caliper Hex Bit Socket Set,3.81,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1337,3 pc. Brake Caliper Star Bit Set,3.72,Metabo,339137730,brake pad                               ,1.75,71.4,description
Workpro,W1338,9 pc. External Star Socket Set,6.75,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1339,4 pc. Brake Caliper Hex Bit Socket Set,4.73,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W134DB,4 pc. 3-Jaw Gear Puller Set,60.96,Metabo,316059770,Gear set                                ,110.19,100.0,description
Workpro,W13500,5 pc. Mortorq Bit Socket Set,20.49,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1352,45 pc. Power Bit Set,14.37,Metabo,316074680,Power Assy                              ,199.56,66.7,description
Workpro,W135P,"3"" 3-Jaw Gear Puller",8.2,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W1368,204 pc. Drill Bit Set,49.02,Metabo,344163200,bit an drill set IV  20pcs.             ,9.97,80.9,description
Workpro,W136P,"4"" 3-Jaw Gear Puller",10.54,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W137P,"6"" 3-Jaw Gear Puller",16.72,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W1383,18 pc. Tamper Resistant Star Bit Set,7.16,Metabo,341111080,Star grip                               ,1.98,61.5,description
Workpro,W1384,33 pc. Security Bit Set,3.72,Metabo,628322000,"Tile core bit set ""Dry"" 3pcs            ",131.73,58.8,description
Workpro,W1385,9 pc. Star Bit Socket Set,8.81,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1386,8 pc. Tamper Resist Star Bit Set,3.18,Metabo,341111080,Star grip                               ,1.98,61.5,description
Workpro,W1387,"10 pc. 3/8"" Dr. SAE Hex Bit Socket Set",10.63,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1388,"10 pc. 3/8"" Dr. Met Hex Bit Socket Set",10.65,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,W1389,100 pc. Bit Set,11.42,Metabo,623309000,SDS-max chiselling bit set 2 pieces SP  ,14.2,63.6,description
Workpro,W138P,"8"" 3-Jaw Gear Puller",26.87,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W139,"6"" 2-Jaw Gear Puller",8.03,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W1390,3 pc. Power Drill Socket Adapter Set,2.45,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,W1391,12 pc. SAE Hex Key Wrench Set,3.07,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1392,9 pc. Metric Hex Key Wrench Set,2.88,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1393,12 pc. SAE Long Hex Key Wrench Set,3.43,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1394,9 pc. Metric Long Hex Key Wrench Set,4.02,Metabo,339100050,key                                     ,0.44,100.0,description
Workpro,W1395,4 pc. Metric Triple Square Bit Set,3.61,Metabo,141130660,Square nut                              ,0.44,75.0,description
Workpro,W1398,10mm Triple Square Bit,1.75,Metabo,141130660,Square nut                              ,0.44,75.0,description
Workpro,W140,"3-1/2"" 2-Jaw Gear Puller",4.16,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W1400-5,5 pc. Bungee Cord Set,3.77,Metabo,344115200,Bungee Cord                             ,1.01,100.0,description
Workpro,W141,"4"" 2-Jaw Gear Puller",4.49,Metabo,341165630,Gear                                    ,29.89,100.0,description
Workpro,W1416,"2"" x 6' Tree Saver Strap",5.25,Metabo,339137630,Strap                                   ,4.97,100.0,description
Workpro,W142,Pitman Arm Puller,10.02,Metabo,316047720,Clamping lever cpl.                     ,3.47,61.1,description
Workpro,W1437,"7/8"" x 20' Tow Rope",23.69,Metabo,345000160,Nylon rope                              ,0.44,57.1,description
Workpro,W1447,"Adjustable Ratcheting Cargo Bar 42 - 75""",23.92,Metabo,344099460,leg adjustable                          ,8.01,83.3,description
Workpro,W1449,5 pk. Flat Carabiner Bungee Cords,9.74,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1450,"2"" Round Tire Gauge",4.17,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,W1451,"12"" Flat Bungee w/Carabiner",1.94,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1452,"18"" Flat Bungee w/Carabiner",2.07,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1453,"24"" Flat Bungee w/Carabiner",2.19,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1454,"30"" Flat Bungee w/Carabiner",2.34,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1455,"36"" Flat Bungee w/Carabiner",2.48,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1456,"48"" Flat Bungee w/Carabiner",2.62,Metabo,344115200,Bungee Cord                             ,1.01,70.6,description
Workpro,W1461,"24"" Snow Brush/Ice Scraper",4.49,Metabo,626961000,Scraper HCS 52 mm                       ,5.69,60.5,description
Workpro,W1462,2-in-1 Window Cleaner/Scraper,5.32,Metabo,343442700,PC Window                               ,3.47,80.0,description
Workpro,W1465,3-in-1 Telescoping Snow Brush,7.2,Metabo,343001270,Brush                                   ,1.75,100.0,description
Workpro,W1466,"8"" Squeegee w/20"" Handle",2.81,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1468,"8"" Squeegee w/24"" Handle",2.78,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1469,"60"" Telescoping Squeegee",6.9,Metabo,628426000,Telescopic handle SGS                   ,41.87,57.8,description
Workpro,W1470,225 pc. Cotton Cleaning Swabs,6.14,Metabo,341167130,Cleaning Cloth                          ,4.0,72.7,description
Workpro,W1471,325 pc. Cotton Cleaning Swabs,8.09,Metabo,341167130,Cleaning Cloth                          ,4.0,72.7,description
Workpro,W1472,"10"" Squeegee w/20"" Handle",3.26,Metabo,314000550,Handle                                  ,1.98,100.0,description
Workpro,W1473,Heavy Duty 32 oz. Spray Bottle,2.19,Metabo,343440470,oil bottle                              ,17.99,75.0,description
Workpro,W1474,4 pc. Microfiber Cloth Set,4.63,Metabo,626398000,3 micro-fibre cloths 380 x 380 mm       ,16.14,65.5,description
Workpro,W1475,Adjustable Prop Rod,8.57,Metabo,341514760,Rod                                     ,0.44,100.0,description
Workpro,W1476,25 pk. Red Shop Towels,8.6,Metabo,1010737660,Wheel guard compl. KS 254               ,17.99,59.6,description
Workpro,W1478,660 lb. Digital Scale,20.82,Metabo,316075160,Scale                                   ,2.51,100.0,description
Workpro,W1479,40 pk. Industrial Mechanic Wipes,6.97,Metabo,626602000,Industrial holder                       ,115.09,74.1,description
Workpro,W147C,Metal Battery Terminal Brush,2.21,Metabo,339005630,Terminal                                ,1.75,100.0,description
Workpro,W1480,"5 pc. Clip, File & Cutting Kit",5.85,Metabo,623591000,Circle cutting and rip guide            ,30.77,58.6,description
Workpro,W1482,12 pk. Microfiber Towels,7.46,Metabo,344534480,12V power cord                          ,6.93,57.9,description
Workpro,W1490,Reading Glasses +1.5,8.08,Metabo,338054441,Laser Rating SBE 751                    ,0.44,60.0,description
Workpro,W1491,Reading Glasses +2.0,8.08,Metabo,338052731,Laser Rating W 24-230                   ,0.48,63.4,description
Workpro,W1492,Reading Glasses +2.5,8.08,Metabo,338054441,Laser Rating SBE 751                    ,0.44,60.0,description
Workpro,W1496,Reflective Triangle,9.7,Metabo,342200570,Protective strap                        ,1.01,62.9,description
Workpro,W1498,3 pk. Emergency DOT Warning Triangle,19.23,Metabo,338109940,Warning label                           ,1.26,70.0,description
Workpro,W1499,Emergency DOT Warning Triangle,7.04,Metabo,338109940,Warning label                           ,1.26,70.0,description
Workpro,W150,Steering Wheel Puller,7.48,Metabo,343377610,Wheel                                   ,3.47,100.0,description
Workpro,W1500,"10"" Fence Pliers",8.87,Metabo,315420760,Fence                                   ,2.99,100.0,description
Workpro,W1501,50 pc. Foam Ear Plug in Reusable Case,4.47,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,W15028,LED 4X Magnifying Glass,5.18,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,W15029,4X Magnifying Glass,4.54,Metabo,1381214393,MAGNIFYING GLASS SEAT                   ,0.77,91.4,description
Workpro,W15032,Jumbo 3X Magnifying Glass,6.16,Metabo,1381214393,MAGNIFYING GLASS SEAT                   ,0.77,86.5,description
Workpro,W15036,LED 4X Magnifying Glass,5.54,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,W15038,4X Magnifying Glass,4.63,Metabo,1381214393,MAGNIFYING GLASS SEAT                   ,0.77,91.4,description
Workpro,W15040,LED 3X Magnifying Glass,5.3,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,W1513,Extended Razor Scraper w/Blades,4.34,Metabo,626961000,Scraper HCS 52 mm                       ,5.69,58.3,description
Workpro,W1514,Extendable Razor Scraper w/Blades,4.43,Metabo,626961000,Scraper HCS 52 mm                       ,5.69,58.3,description
Workpro,W1519,265 pc. Tri-Fold Tool Set w/Cable Ties,64.21,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W151P,Harmonic Balancer Puller Set,10.63,Metabo,316096550,Blade holder set                        ,2.99,63.6,description
Workpro,W1525,125 pc. Mechanic's Tool Set,84.23,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W152C,4 Way Battery Post Cleaner,6.22,Metabo,316071070,Container cpl. f. battery cleaner       ,110.19,73.2,description
Workpro,W153,30mm FWD Axle Nut Socket CrMo,7.23,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1532,107 pc. Home & Auto Tool Set,37.08,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W1538,94 pc. Garage Tool Set,37.32,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W154,36mm FWD Axle Nut Socket CrMo,8.92,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1543,75 pc. Homeowner's Tool Set,19.13,Metabo,316059760,Tool set                                ,3.47,100.0,description
Workpro,W155,32mm FWD Axle Nut Socket CrMo,7.91,Metabo,341055880,Axle                                    ,0.77,100.0,description
Workpro,W1553,Emergency Auto Safety Tool,6.42,Metabo,341146380,Safety band                             ,24.97,70.6,description
Workpro,W1555,Deluxe Roadside Assistance Kit,26.16,Metabo,316050690,Maintenance kit SDS                     ,94.78,57.1,description
